Release_Date,Title,Popularity,Vote_Count,Vote_Average,Original_Language,Genre
11-02-2015,Fifty Shades of Grey,150.03,10087.00,5.90,en,"Drama, Romance, Thriller"
15-11-2021,Never Back Down: Revolt,149.86,45.00,6.60,en,Action
15-01-2021,Wish Dragon,149.83,783.00,8.10,en,"Animation, Family, Comedy, Fantasy"
10-03-2002,Ice Age,149.75,10875.00,7.30,en,"Animation, Comedy, Family, Adventure"
01-08-2019,Fast & Furious Presents: Hobbs & Shaw,149.51,5643.00,6.90,en,"Action, Adventure, Comedy"
30-10-1999,Toy Story 2,149.03,11384.00,7.60,en,"Animation, Comedy, Family"
18-08-2021,Sweet Girl,148.93,850.00,6.80,en,Action
18-08-2021,The Stronghold,148.88,710.00,7.50,fr,Thriller
20-05-2021,Spirit Untamed,148.80,350.00,7.50,en,"Animation, Adventure, Family, Western"
29-04-2021,Tom Clancy's Without Remorse,148.33,1843.00,7.10,en,"Action, Thriller"
17-10-2010,Harry Potter and the Deathly Hallows: Part 1,148.18,15751.00,7.80,en,"Adventure, Fantasy"
09-10-2021,Injustice,148.17,497.00,7.80,en,"Animation, Science Fiction, Fantasy, Action"
27-10-2021,Nobody Sleeps in the Woods Tonight 2,148.01,148.00,4.00,pl,"Horror, Thriller, Comedy"
06-03-2021,American Badger,147.77,26.00,5.90,en,Action
08-03-2021,Evangelion: 3.0+1.0 Thrice Upon a Time,147.76,468.00,8.50,ja,"Animation, Action, Science Fiction, Drama"
08-10-2021,LOL Surprise: The Movie,147.70,87.00,6.80,en,"Animation, Family"
05-02-2009,Coraline,146.97,5590.00,7.80,en,"Animation, Family, Fantasy"
19-11-2020,How I Became a Superhero,146.61,350.00,6.20,fr,"Science Fiction, Adventure, Mystery, Action, Thriller, Fantasy, Comedy"
17-03-2022,The Bad Guys,146.55,0.00,0.00,en,"Animation, Comedy, Action, Family, Crime"
28-09-2018,Venom,145.85,12992.00,6.90,en,"Science Fiction, Action"
30-07-2021,The Last Mercenary,145.72,462.00,6.80,fr,"Action, Comedy"
11-06-2011,Cars 2,145.29,6120.00,6.00,en,"Animation, Family, Adventure, Comedy"
09-02-2022,Downfall: The Case Against Boeing,144.83,55.00,7.40,en,Documentary
28-06-2007,Ratatouille,144.80,13683.00,7.80,en,"Animation, Comedy, Family, Fantasy"
02-12-2021,Mickey and Minnie Wish Upon a Christmas,144.61,81.00,7.20,en,Animation
06-03-1993,Dragon Ball Z: Broly – The Legendary Super Saiyan,144.38,638.00,7.20,ja,"Animation, Science Fiction, Action"
04-05-2022,Doctor Strange in the Multiverse of Madness,144.13,0.00,0.00,en,"Fantasy, Action, Adventure"
09-02-2022,Death on the Nile,143.64,551.00,6.70,en,"Mystery, Crime, Drama, Thriller"
14-05-2021,Army of the Dead,143.49,2905.00,6.30,en,"Action, Crime, Horror, Thriller"
12-11-2021,Home Sweet Home Alone,143.38,375.00,5.20,en,"Family, Comedy"
04-09-2009,Carriers,142.57,1033.00,6.10,en,"Action, Drama, Horror, Science Fiction, Thriller"
01-08-2016,Boyka: Undisputed IV,142.38,974.00,7.00,en,"Action, Drama"
10-10-2009,2012,141.75,10288.00,5.80,en,"Action, Adventure, Science Fiction"
06-07-2021,Why Women Cheat,141.70,3.00,3.30,en,Romance
23-11-2016,Sing,141.06,6642.00,7.10,en,"Animation, Comedy, Family, Music"
16-06-2011,Green Lantern,140.80,6080.00,5.20,en,"Adventure, Action, Thriller, Science Fiction"
15-07-2020,Peninsula,140.74,1830.00,6.90,ko,"Action, Horror, Thriller"
25-06-2015,Ted 2,139.67,6068.00,6.30,en,Comedy
15-01-1985,High School Teacher: Maturing,139.47,7.00,5.90,ja,Drama
30-05-2017,Wonder Woman,139.31,17438.00,7.30,en,"Action, Adventure, Fantasy"
04-03-2022,A Day to Die,139.22,9.00,4.70,en,"Action, Thriller, Crime"
12-03-2021,Cosmic Sin,138.80,420.00,4.20,en,"Action, Adventure, Science Fiction"
19-05-2007,Pirates of the Caribbean: At World's End,138.46,11783.00,7.20,en,"Adventure, Fantasy, Action"
21-01-2010,Legion,138.38,2031.00,5.80,en,"Horror, Action, Fantasy"
15-06-2019,Rascal Does Not Dream of a Dreaming Girl,138.23,352.00,8.40,ja,"Animation, Comedy, Romance, Drama, Fantasy"
25-03-2021,Peter Rabbit 2: The Runaway,138.18,517.00,7.30,en,"Family, Comedy, Adventure, Animation, Fantasy"
30-03-2013,Dragon Ball Z: Battle of Gods,138.02,1193.00,6.80,ja,"Animation, Action, Science Fiction"
23-09-2021,My Little Pony: A New Generation,137.82,190.00,8.10,en,"Animation, Family, Fantasy, Comedy, Music, Adventure"
08-01-2021,Redemption Day,137.59,194.00,6.30,en,Action
19-01-2012,Journey 2: The Mysterious Island,137.22,3447.00,6.10,en,"Adventure, Action, Science Fiction"
22-11-2010,Love & Other Drugs,136.85,4120.00,7.00,en,"Drama, Comedy, Romance"
21-01-2022,The King's Daughter,136.82,353.00,7.40,en,"Fantasy, Drama, Romance, History"
10-05-2018,Deadpool 2,136.30,14395.00,7.50,en,"Action, Comedy, Adventure"
12-04-2017,The Fate of the Furious,136.14,8785.00,6.90,en,"Action, Crime, Thriller"
01-07-2008,Hancock,135.89,7944.00,6.30,en,"Fantasy, Action"
19-11-2014,The Hunger Games: Mockingjay - Part 1,135.46,13384.00,6.80,en,"Science Fiction, Adventure, Thriller"
12-03-1994,Dragon Ball Z: Broly – Second Coming,135.18,503.00,6.70,ja,"Animation, Action, Science Fiction"
18-07-2013,The Conjuring,134.74,9169.00,7.50,en,"Horror, Thriller"
04-06-2021,Sweet & Sour,134.71,82.00,7.90,ko,"Comedy, Romance"
12-11-2021,The Belly of the Sea,134.63,2.00,4.00,es,Drama
27-11-2020,Grisaia: Phantom Trigger The Animation,134.44,2.00,3.50,ja,"Action, Animation"
16-11-2016,Fantastic Beasts and Where to Find Them,133.61,16206.00,7.30,en,"Adventure, Fantasy"
20-06-2013,World War Z,133.45,12838.00,6.80,en,"Action, Drama, Horror, Science Fiction, Thriller"
20-08-2021,"Barbie: Big City, Big Dreams",133.01,107.00,7.30,en,"Animation, Music, Family"
20-06-2021,Teen Titans Go! See Space Jam,132.88,167.00,6.90,en,"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction"
15-07-2021,Jolt,132.82,879.00,6.70,en,"Action, Comedy"
23-10-2020,Once Upon a Snowman,132.55,416.00,6.90,en,"Animation, Family, Comedy, Fantasy"
08-10-2021,Outlaws,131.36,122.00,6.90,es,Crime
30-08-2021,Mortal Kombat Legends: Battle of the Realms,131.35,233.00,8.00,en,"Animation, Action, Fantasy"
11-06-2021,Rogue Hostage,131.34,118.00,6.20,en,"Action, Thriller"
17-01-2018,Fifty Shades Freed,131.19,6769.00,6.70,en,"Drama, Romance"
20-11-2020,Jiu Jitsu,131.14,469.00,5.00,en,"Action, Science Fiction, Fantasy"
16-04-2009,Crank: High Voltage,130.42,2199.00,6.00,en,"Action, Thriller, Crime"
18-12-2001,The Lord of the Rings: The Fellowship of the Ring,129.85,20602.00,8.40,en,"Adventure, Fantasy, Action"
18-06-1998,Mulan,129.34,7900.00,7.90,en,"Animation, Family, Adventure"
21-04-2011,Thor,129.24,17866.00,6.80,en,"Adventure, Fantasy, Action"
12-05-2008,Sex and the City,128.78,1763.00,6.60,en,"Comedy, Drama, Romance"
30-07-2021,Masquerade,128.41,56.00,6.40,en,Thriller
17-11-1989,The Little Mermaid,128.23,6347.00,7.40,en,"Animation, Family, Fantasy"
30-07-2021,More the Merrier,128.13,258.00,6.80,es,"Comedy, Romance"
05-05-2021,The Exorcism of Carmen Farias,127.86,82.00,6.20,es,Horror
20-07-2016,Train to Busan,127.76,5492.00,7.80,ko,"Action, Horror, Thriller"
20-11-2013,Frozen,127.51,14043.00,7.30,en,"Animation, Family, Adventure, Fantasy"
28-07-2012,Naruto Shippuden the Movie: Road to Ninja,127.29,654.00,7.60,ja,"Animation, Fantasy, Action"
15-07-2010,Inception,127.13,31077.00,8.40,en,"Action, Science Fiction, Adventure"
27-02-2021,Girl in the Basement,127.07,344.00,8.10,en,"Crime, Thriller"
01-06-2009,The Proposal,126.98,5314.00,7.10,en,"Comedy, Romance, Drama"
01-02-2020,Goblin Slayer: Goblin's Crown,126.91,159.00,7.60,ja,"Animation, Adventure, Action, Fantasy"
22-02-1950,Cinderella,126.86,5560.00,7.00,en,"Family, Fantasy, Animation, Romance"
21-10-2021,El amarre,126.60,65.00,7.00,es,Horror
02-06-2009,The Hangover,126.26,14245.00,7.30,en,Comedy
13-07-2005,Charlie and the Chocolate Factory,125.50,12320.00,7.00,en,"Adventure, Comedy, Family, Fantasy"
06-06-2018,Jurassic World: Fallen Kingdom,125.44,9639.00,6.60,en,"Action, Adventure, Science Fiction"
08-02-2017,John Wick: Chapter 2,125.06,9982.00,7.30,en,"Thriller, Action, Crime"
17-12-2021,Mamá o papá,124.71,100.00,7.50,es,"Comedy, Family"
19-06-2019,Toy Story 4,124.41,7817.00,7.60,en,"Family, Adventure, Animation, Comedy, Fantasy, Drama"
20-11-2008,Twilight,124.22,11347.00,6.30,en,"Fantasy, Drama, Romance"
13-12-2014,Kingsman: The Secret Service,124.14,14125.00,7.60,en,"Crime, Comedy, Action, Adventure"
24-11-2021,The Unforgivable,123.80,1185.00,7.60,en,"Drama, Crime"
11-07-2013,Pacific Rim,123.37,10377.00,6.80,en,"Action, Science Fiction, Adventure"
10-09-2020,PAW Patrol: Jet To The Rescue,123.36,131.00,7.00,en,"Family, Animation"
18-11-1997,Titanic,123.01,20674.00,7.90,en,"Drama, Romance"
26-11-2012,The Hobbit: An Unexpected Journey,122.89,15731.00,7.30,en,"Adventure, Fantasy, Action"
08-06-2016,The Conjuring 2,122.75,6649.00,7.30,en,"Horror, Thriller"
05-01-2022,Four to Dinner,122.57,167.00,6.20,it,"Comedy, Romance"
19-10-2016,Jack Reacher: Never Go Back,122.30,3914.00,5.90,en,"Action, Thriller"
08-06-2022,Jurassic World Dominion,122.24,0.00,0.00,en,"Adventure, Action, Science Fiction, Thriller"
27-10-2021,Bordertown: The Mural Murders,122.04,44.00,6.90,fi,Crime
03-06-2021,The Misfits,121.91,223.00,5.50,en,"Action, Thriller"
09-06-2021,Awake,121.73,796.00,6.00,en,"Drama, Science Fiction, Thriller"
19-11-2021,Dhamaka,121.72,52.00,7.20,hi,"Thriller, Drama, Crime"
15-10-1999,Fight Club,121.65,23620.00,8.40,en,Drama
12-07-2019,The Lion King,121.53,8292.00,7.10,en,"Adventure, Family, Animation"
01-09-2021,Malignant,121.06,1324.00,7.00,en,"Thriller, Horror, Mystery"
10-06-2010,The Karate Kid,120.97,4848.00,6.50,en,"Action, Adventure, Drama, Family"
30-03-2022,Morbius,120.91,0.00,0.00,en,"Action, Science Fiction, Fantasy"
09-02-2022,¡Qué Despadre!,120.69,2.00,4.00,es,"Comedy, Family, Romance"
26-01-2021,Wrong Turn,120.35,687.00,6.00,en,"Horror, Thriller"
23-06-2023,The Flash,119.85,0.00,0.00,en,"Action, Adventure, Science Fiction, Fantasy, Drama"
13-02-2018,Black Panther,119.66,18737.00,7.40,en,"Action, Adventure, Science Fiction"
17-09-2016,A Silent Voice: The Movie,119.62,2828.00,8.40,ja,"Animation, Drama"
30-05-2003,Finding Nemo,119.62,16104.00,7.80,en,"Animation, Family"
16-12-2014,Taken 3,119.38,4792.00,6.20,en,"Thriller, Action"
01-12-2003,The Lord of the Rings: The Return of the King,118.61,19183.00,8.50,en,"Adventure, Fantasy, Action"
21-05-2003,The Texas Chainsaw Massacre,118.58,2019.00,6.20,en,Horror
30-07-2021,Vivo,118.09,496.00,7.60,en,"Animation, Family, Comedy"
13-10-2020,Batman: Death in the Family,118.04,312.00,7.20,en,"Animation, Action"
19-06-2019,Weathering with You,117.82,1374.00,8.10,ja,"Animation, Drama, Fantasy, Romance"
27-10-2004,The Incredibles,117.48,14931.00,7.70,en,"Action, Adventure, Animation, Family"
04-03-2021,Coming 2 America,117.43,1738.00,6.60,en,Comedy
15-09-2021,Spoiled Brats,117.34,252.00,6.30,fr,Comedy
30-04-2008,Iron Man,117.15,22335.00,7.60,en,"Action, Science Fiction, Adventure"
16-08-2021,Plan A,117.01,38.00,6.10,en,Thriller
01-07-2021,Escape Room: Tournament of Champions,116.75,1029.00,6.80,en,"Horror, Thriller, Mystery"
20-06-1997,Batman & Robin,116.71,4044.00,4.30,en,"Science Fiction, Action, Fantasy"
20-06-2012,Abraham Lincoln: Vampire Hunter,116.62,2728.00,5.70,en,"Action, Fantasy, Horror"
06-06-2015,Jurassic World,116.39,17741.00,6.70,en,"Action, Adventure, Science Fiction, Thriller"
28-03-2017,After Porn Ends 2,116.26,192.00,5.50,en,Documentary
23-04-2021,Rurouni Kenshin: The Final,116.23,297.00,7.90,ja,"Action, Adventure, Drama"
30-07-2011,Naruto Shippuden the Movie: Blood Prison,115.71,345.00,7.20,ja,"Thriller, Animation, Action, Comedy, Horror, Mystery"
30-07-2021,The Trip,115.37,284.00,6.70,no,"Action, Comedy, Thriller, Horror"
24-06-2010,Grown Ups,115.00,4837.00,6.30,en,Comedy
09-07-1994,Dragon Ball Z: Bio-Broly,114.95,396.00,5.80,ja,"Animation, Action, Science Fiction"
23-05-2017,Pirates of the Caribbean: Dead Men Tell No Tales,114.95,9959.00,6.60,en,"Adventure, Action, Fantasy"
26-06-2009,Ice Age: Dawn of the Dinosaurs,114.81,6793.00,6.70,en,"Animation, Comedy, Family, Adventure"
25-02-2021,The Penitent Thief,114.26,5.00,4.20,en,Drama
25-12-2020,Pokémon the Movie: Secrets of the Jungle,114.22,81.00,7.30,ja,"Animation, Adventure"
14-06-2002,Scooby-Doo,113.87,3484.00,6.00,en,"Mystery, Adventure, Comedy"
24-11-2010,Tangled,113.83,9239.00,7.60,en,"Animation, Family"
18-04-2013,Iron Man 3,113.81,19150.00,6.90,en,"Action, Adventure, Science Fiction"
30-06-2010,The Last Airbender,113.33,3231.00,4.70,en,"Action, Adventure, Fantasy"
10-09-2021,Catch the Bullet,113.26,80.00,5.80,en,"Western, Action"
04-12-2019,Jumanji: The Next Level,112.89,6753.00,7.00,en,"Adventure, Comedy, Fantasy"
08-02-2017,Fifty Shades Darker,112.43,6623.00,6.50,en,"Drama, Romance"
20-08-2021,The Loud House Movie,112.42,109.00,7.80,en,"Animation, Family, Comedy, Music, Fantasy"
06-07-2020,The Secret to Be Told: Relationship With My Aunt,112.23,3.00,7.30,ko,"Drama, Romance"
05-10-2021,This Is Not a Comedy,111.68,52.00,6.10,es,"Drama, Comedy"
28-06-2021,Fear Street: 1994,111.63,1429.00,6.80,en,"Horror, Mystery"
15-11-2017,Justice League,111.61,11180.00,6.10,en,"Action, Adventure, Fantasy, Science Fiction"
14-06-2018,Incredibles 2,111.55,10773.00,7.50,en,"Action, Adventure, Animation, Family"
28-03-2018,Ready Player One,111.44,12634.00,7.60,en,"Science Fiction, Adventure, Action"
07-04-2022,Fantastic Beasts: The Secrets of Dumbledore,111.37,0.00,0.00,en,"Fantasy, Adventure"
09-12-2021,Snoopy Presents: For Auld Lang Syne,111.03,64.00,7.40,en,"Animation, Family"
07-07-2000,Scary Movie,111.03,5378.00,6.30,en,Comedy
29-09-2021,No One Gets Out Alive,110.90,327.00,6.00,en,"Horror, Thriller, Mystery"
05-11-2014,Interstellar,110.53,27975.00,8.40,en,"Adventure, Drama, Science Fiction"
08-02-2017,The Lego Batman Movie,110.40,4010.00,7.20,en,"Animation, Family, Action, Comedy, Science Fiction, Fantasy"
03-05-2019,Pokémon Detective Pikachu,110.21,5476.00,7.00,en,"Action, Adventure, Fantasy"
10-09-2021,Kate,110.15,969.00,6.70,en,Action
07-12-2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",110.09,8455.00,7.10,en,"Adventure, Family, Fantasy"
28-07-1998,The Parent Trap,109.75,3211.00,7.10,en,"Comedy, Family"
22-10-1991,Beauty and the Beast,109.65,8280.00,7.70,en,"Romance, Family, Animation, Fantasy"
18-04-2019,The Pilgrim's Progress,109.49,66.00,7.90,en,"Animation, Adventure"
30-10-2013,Thor: The Dark World,109.34,14571.00,6.60,en,"Action, Adventure, Fantasy"
26-03-1997,Dragon Ball GT: A Hero's Legacy,109.31,229.00,6.70,ja,"Animation, Family, Fantasy"
25-07-2007,The Simpsons Movie,109.23,6645.00,7.00,en,"Animation, Comedy, Family"
15-05-2019,John Wick: Chapter 3 - Parabellum,109.15,7720.00,7.40,en,"Action, Thriller, Crime"
28-02-2017,Logan,109.11,16559.00,7.80,en,"Action, Drama, Science Fiction"
25-06-2014,Transformers: Age of Extinction,109.01,6593.00,5.90,en,"Science Fiction, Action, Adventure"
09-06-2015,Inside Out,108.82,17586.00,7.90,en,"Animation, Family, Adventure, Drama, Comedy"
15-01-2020,Bad Boys for Life,108.69,6892.00,7.20,en,"Thriller, Action, Crime"
08-04-2021,Voyagers,108.49,465.00,6.20,en,"Science Fiction, Thriller"
23-06-2015,Terminator Genisys,108.49,7089.00,5.90,en,"Science Fiction, Action, Thriller, Adventure"
18-12-2002,The Lord of the Rings: The Two Towers,108.47,17817.00,8.40,en,"Adventure, Fantasy, Action"
30-05-2019,Parasite,108.44,13240.00,8.50,ko,"Comedy, Thriller, Drama"
22-09-2021,The Many Saints of Newark,108.36,340.00,6.70,en,"Crime, Drama"
15-06-2016,Central Intelligence,108.33,4780.00,6.40,en,"Action, Comedy, Mystery, Crime"
28-05-2009,Up,108.18,16894.00,7.90,en,"Animation, Comedy, Family, Adventure"
15-10-2009,Law Abiding Citizen,107.99,3923.00,7.30,en,"Drama, Crime, Thriller"
03-08-2010,The Expendables,107.73,6399.00,6.20,en,"Thriller, Adventure, Action"
08-07-2021,Fear Street: 1978,107.44,1165.00,7.30,en,"Horror, Mystery"
05-02-2020,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),107.38,8601.00,7.00,en,"Action, Crime"
06-12-2021,David and the Elves,107.31,61.00,6.30,pl,"Family, Fantasy, Comedy"
03-07-2010,Predators,107.18,3105.00,6.20,en,"Science Fiction, Action, Thriller"
19-02-2021,Body Brokers,106.65,56.00,6.50,en,"Thriller, Crime"
25-10-2020,Skylines,106.54,409.00,5.60,en,"Science Fiction, Action"
03-03-2022,Fresh,106.51,86.00,7.00,en,"Horror, Thriller"
24-06-2016,Porn to Be Free,106.51,67.00,5.50,it,Documentary
31-08-2020,Solitary,106.35,68.00,5.70,en,Science Fiction
12-05-2021,Spiral: From the Book of Saw,106.34,1148.00,6.20,en,"Horror, Crime, Mystery"
20-09-2017,Kingsman: The Golden Circle,106.09,8450.00,7.00,en,"Action, Adventure, Comedy, Crime, Thriller"
30-04-2021,22 vs. Earth,105.63,265.00,7.10,en,"Family, Comedy, Fantasy, Animation"
01-04-2015,Furious 7,105.49,8973.00,7.30,en,"Action, Thriller, Crime, Adventure"
19-04-2017,Guardians of the Galaxy Vol. 2,105.42,17970.00,7.60,en,"Adventure, Action, Science Fiction"
16-06-2010,Toy Story 3,105.38,12273.00,7.80,en,"Animation, Family, Comedy"
26-01-2021,Caged,105.32,49.00,6.20,en,"Thriller, Horror"
03-09-2020,Honest Thief,104.93,1242.00,6.50,en,"Thriller, Action, Crime, Drama"
08-03-2011,Battle: Los Angeles,104.87,2825.00,5.70,en,"Science Fiction, Action"
19-07-2008,Ponyo,104.50,3129.00,7.70,ja,"Animation, Fantasy, Family"
20-07-2001,Spirited Away,104.22,12531.00,8.50,ja,"Animation, Family, Fantasy"
16-03-2017,Beauty and the Beast,104.09,13992.00,7.00,en,"Family, Fantasy, Romance"
03-09-2020,Night in Paradise,104.05,165.00,7.00,ko,"Crime, Drama, Thriller, Action"
20-07-1991,Dragon Ball Z: Cooler's Revenge,103.92,464.00,6.90,ja,"Action, Animation, Science Fiction"
15-03-2019,No Manches Frida 2,103.79,672.00,8.10,es,Comedy
03-02-2021,Please Enlighten Me,103.59,1.00,2.00,zh,Romance
21-12-1937,Snow White and the Seven Dwarfs,103.38,6091.00,7.10,en,"Fantasy, Animation, Family"
15-07-2017,Pokémon the Movie: I Choose You!,103.35,498.00,7.00,ja,"Family, Animation, Adventure, Fantasy"
06-03-2019,Captain Marvel,103.29,12761.00,6.90,en,"Action, Adventure, Science Fiction"
13-11-2012,The Twilight Saga: Breaking Dawn - Part 2,103.27,7541.00,6.50,en,"Adventure, Fantasy, Drama, Romance"
16-10-2019,Maleficent: Mistress of Evil,103.27,4954.00,7.30,en,"Family, Fantasy, Adventure"
11-07-2013,Grown Ups 2,103.04,3365.00,6.10,en,Comedy
15-09-2010,The Town,102.88,3954.00,7.20,en,"Crime, Drama, Thriller"
11-02-2016,Zootopia,102.55,13728.00,7.70,en,"Animation, Adventure, Family, Comedy"
11-02-2021,Extinct,102.50,81.00,6.50,en,"Animation, Comedy, Family, Adventure"
18-09-2008,Zack and Miri Make a Porno,102.38,1837.00,6.30,en,Comedy
18-06-2021,Fatherhood,102.31,975.00,7.60,en,"Drama, Family, Comedy"
23-04-2021,Trigger Point,102.31,101.00,6.40,en,"Action, Thriller"
11-12-2013,The Hobbit: The Desolation of Smaug,102.27,10829.00,7.60,en,"Fantasy, Adventure, Action"
27-06-2012,Ice Age: Continental Drift,102.03,6319.00,6.30,en,"Animation, Comedy, Adventure, Family"
29-07-2019,Aquaslash,101.99,97.00,4.10,en,"Horror, Comedy"
12-06-2013,Man of Steel,101.76,12934.00,6.60,en,"Action, Adventure, Fantasy, Science Fiction"
15-01-2021,Outside the Wire,101.73,1416.00,6.40,en,"Thriller, Action, Science Fiction"
06-10-2006,The Texas Chainsaw Massacre: The Beginning,101.64,1352.00,6.10,en,"Horror, Thriller"
06-01-2022,Munich: The Edge of War,101.56,247.00,6.90,en,"Drama, History"
17-05-2007,Shrek the Third,101.51,7247.00,6.30,en,"Fantasy, Adventure, Animation, Comedy, Family"
20-05-2009,Terminator Salvation,101.45,5294.00,6.00,en,"Action, Science Fiction, Thriller"
01-09-2017,Call Me by Your Name,101.41,10026.00,8.20,en,"Romance, Drama"
25-12-2020,We Can Be Heroes,101.41,582.00,6.30,en,"Action, Fantasy, Family, Comedy"
24-03-2015,Southpaw,101.20,4644.00,7.40,en,"Action, Drama"
22-11-2014,Penguins of Madagascar,101.14,3392.00,6.50,en,"Family, Animation, Adventure, Comedy"
25-07-2019,Red Shoes and the Seven Dwarfs,101.06,839.00,7.80,en,"Animation, Romance, Family"
27-05-2015,San Andreas,101.04,7077.00,6.20,en,"Action, Drama, Thriller"
07-03-2012,John Carter,101.03,4641.00,6.20,en,"Action, Adventure, Science Fiction"
24-05-2002,Spirit: Stallion of the Cimarron,100.86,3753.00,7.70,en,"Western, Animation, Adventure, Comedy, Family, Drama"
18-06-2009,American Pie Presents: The Book of Love,100.82,1441.00,5.30,en,Comedy
07-06-1990,Dragon Ball Z: The Tree of Might,100.71,408.00,6.50,ja,"Action, Animation, Science Fiction"
11-08-2021,The Kissing Booth 3,100.60,1351.00,7.20,en,"Romance, Comedy"
18-03-2021,The Courier,100.55,635.00,7.10,en,"Thriller, History, Drama"
22-08-2020,Given,100.21,301.00,8.50,ja,"Animation, Drama, Music, Romance"
16-11-2011,The Twilight Saga: Breaking Dawn - Part 1,100.16,7428.00,6.20,en,"Adventure, Fantasy, Romance"
10-02-2022,Into the Wind,100.12,27.00,4.90,pl,"Comedy, Drama, Romance"
28-05-2014,Maleficent,100.04,11488.00,7.10,en,"Fantasy, Adventure, Action, Family, Romance"
